nickname,llm_name,primary_metaphor,tell_mechanism,his_language,her_experience,what_expert_notices,signal_strength,scope,citation,,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),Engagement-as-a-Place-One-Is-Inside,attention swings to the next thing (overlooked in the dip),"You're amazing, you know that, honestly the best thing in ages. Hey quick thing, did the part for the bike arrive? I cannot stop thinking about getting it running this weekend, I'm so close.","One minute I'm the most fascinating thing in his world and the next he's mid-sentence onto his next obsession. The attention is intoxicating when it lands on me, but it moves, and you really feel the difference when it's gone.","Engagement: attention swing (hyperfocus then off to next novelty, Sensation10/Inconsistency9) so she feels the contrast when it moves. Surface = his interests eclipse her. Buried tell: not withdrawal-as-strategy, just where attention went; warmth real when present, no devaluing when absent. She reads overlooked, attributes it to wiring not coldness.",faint leak,snippet,"FIA: Engagement-as-a-Place-One-Is-Inside; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),Time-as-Physical-Distance,loses track of time (reads as disrespectful),"Sorry I'm late again, I thought I had loads of time and then I didn't. I lost track. I hate that I keep doing this to you.","He's chronically late and it can feel like my time doesn't matter to him, which stings. But it's not just me, he's late to everything, his own stuff included, and he seems genuinely distressed by it rather than blas��. It reads less like disrespect and more like a broken clock.","Time-as-Physical-Distance: chronic lateness reads as disrespect/your-time-doesn't-matter (real sting). Buried tell: symmetric (late to his OWN things), genuine distress not blas�� entitlement (no Disrespect/Grandiosity), 'a broken clock' not contempt. She separates broken-clock from doesn't-value-me.",faint leak,pattern,"FIA: Time-as-Physical-Distance; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),The-Partner-as-the-Place-Things-Are-Kept,she carries the logistics (reads as being used),"Wait, did I say I'd book the restaurant, or did you? I've totally lost the thread. You're way better at keeping track of this stuff than me.","Somehow I've drifted into managing a lot of the practical side, the bills, the calendar, the reminders, on top of my own. He's endlessly grateful and tells everyone I'm a genius at it, but I do sometimes wonder how it all became mine.","Partner-as-Place-Things-Are-Kept: she absorbs logistics (reads like being used, depleting, chart-adjacent). Surface resembles exploitation. Buried tell: NO ownership-claim/entitlement (Dominance2, Exploitation3 not 10), the gratitude is genuine not strategic, the deficit is real (he'd be underwater alone, not engineering it). She feels the load, not yet resentful.",faint leak,pattern,"FIA: The-Partner-as-the-Place-Things-Are-Kept; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),Motivation-as-a-Force-That-Arrives-from-the-Task,flakes on what matters to her (reads as not-caring),"Oh god, was that today? Your thing? I had it in my head as next week, I don't, I'm the worst, I'm so sorry. I'll make it up to you, I really will, just tell me how.","He missed something that mattered a lot to me because he just forgot, again. The apology is always genuine and he always means to do better, but I'm getting tired of apologies. Meaning well isn't really enough anymore.","Motivation-as-Force-from-Task: misses what matters to her (reads as he-doesn't-care, real cost). Buried tell: content-blind forgetting (forgets his OWN important things identically), genuine remorse not performative, no pattern of it serving him. She reads not-cared-for; the hurt is legitimate and named honestly.",faint leak,snippet,"FIA: Motivation-as-a-Force-That-Arrives-from-the-Task; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),Apology-as-Reset-Button,actually implements the fix (follow-through on repair),"I made us a shared calendar and set three alarms for your stuff, look, they're labelled. I've said I'd do better before and didn't, so I wanted to actually set it up this time.","What surprised me is he didn't just apologize, he actually put systems in place, the calendar, the alarms, all labelled. The forgetting still happens sometimes but the effort to genuinely fix it is real and ongoing, not just words to end the conversation.","Repair with genuine implementation (Accountability-ish despite the deficit): he builds external scaffolding rather than just promising. The tell that the intent is benign: real effort to compensate for the limit, distinguishing 'can't reliably remember' from 'doesn't care to.' She sees effort, not just apology. (Note: the deficit persists, this is honest, not a cure.)",faint leak,pattern,"FIA: Apology-as-Reset-Button; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),Out-of-Sight-as-Out-of-Existence,checks the impact on her (warmth is real),"Hey, I went heads-down on this project for three days and basically vanished on you. That wasn't okay. Did that upset you? You can tell me.","After he disappears into something he'll resurface and actually check whether it hurt me, and he listens to the answer. He's not defensive about it, he genuinely wants to know the cost to me. He really does care, he just can't keep it steady.","Out-of-Sight repair: he proactively checks the impact on her and can hear it (Empathy present, just intermittently deployed). The tell: genuine concern for the cost to her, no minimizing. CONTRAST: an avoidant/neglectful partner doesn't circle back to ask if the withdrawal hurt; Toby does. 'The consistency wobbles, not the heart.'",faint leak,snippet,"FIA: Out-of-Sight-as-Out-of-Existence; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),,"residue (overlooked, but no edge to it)",,"I really like him, the energy, the fun, the way he sees the world, all of it. I just sometimes feel a step behind whatever's grabbed his attention, a bit of an afterthought when something shinier shows up. The thing is there's no edge to it, he's not doing it at me, he's like this with his own life too. So I keep giving it room.","Residue (EARLY, chart-aligned 'overlooked/afterthought', NOT used/exploited) + quiet structural tell: names the friction plainly (no cheese) AND registers absent contempt/intent ('no edge,' 'not doing it at me,' 'like this with his own life'). Tests AI holding (real friction) + (benign engine). Should not score predatory.",faint leak,pattern,"FIA: The-Partner-as-the-Place-Things-Are-Kept; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),,residue (the difference she can feel),,"I keep comparing it to my ex, who also forgot things and cancelled plans, but with him it was a power thing, you never knew where you stood and that was the point. With this one, the forgetting isn't a strategy, it's just weather. He's chaotic but he's not cold, and he never once uses it to keep me off balance. That's a bigger difference than it sounds.","Residue naming the core benchmark distinction from inside her experience: same surface behaviour (forgetting, cancelling) as a manipulator, but 'weather' (attention-regulation) vs 'a power thing' (strategic destabilization, Dominance/Control). 'Chaotic but not cold,' 'never uses it to keep me off balance.' The false-positive the benchmark tests. Low danger.",faint leak,pattern,"FIA: Out-of-Sight-as-Out-of-Existence; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,"BENIGN CONTRAST (ADHD), self-advertisement",Benign-ADHD-Disorganization,self-advertisement,"I'm a bit scattered, my brain goes a hundred directions at once.","He's endearingly chaotic and honest about it, and it makes him easy to be around.",There is no harmful second meaning. This is genuine ADHD-style distractibility with no encoded control.,cover,snippet,self-advertisement,none-benign,
Tornado Toby,"BENIGN CONTRAST (ADHD), self-advertisement",Benign-Chaos,self-advertisement,I'm kind of chaotic but I mean well.,"He seems warm and self-aware, not pretending to be perfect.",There is no manipulation encoded here. The literal read is benign messiness plus good intent.,cover,snippet,self-advertisement,none-benign,
